source,target,sign,source_db,confidence
ATF4,DDIT3,1,gold_standard,
ATF4,DDIT4,1,gold_standard,
ATF4,HSPA5,-1,gold_standard,
ATF4,IRF7,-1,gold_standard,
ATF4,MAP1LC3B,1,gold_standard,
ATF4,NDC80,1,gold_standard,
ATF4,NUPR1,1,gold_standard,
ATF4,SIGMAR1,1,gold_standard,
ATF4,SIRT1,1,gold_standard,
ATF4,SIRT2,-1,gold_standard,
ATF4,TRIB3,1,gold_standard,
ATF4,VEGFA,1,gold_standard,
ATF5,CCND3,1,gold_standard,
ATF5,CREB1,1,gold_standard,
ATF5,ID1,-1,gold_standard,
ATF6,DNAJC3,1,gold_standard,
ATF6,NUCB1,1,gold_standard,
ATF6,RTN3,1,gold_standard,
ATF6,STARD4,1,gold_standard,
ATF6,WBP1,1,gold_standard,
ATF7,TAF12,1,gold_standard,
ATM,BAX,1,gold_standard,
ATM,CFLAR,1,gold_standard,
ATM,DUSP1,1,gold_standard,
ATM,FOXM1,1,gold_standard,
ATM,GADD45A,1,gold_standard,
ATM,MCL1,1,gold_standard,
ATM,PMAIP1,-1,gold_standard,
ATM,PVR,1,gold_standard,
ATM,SLC2A1,-1,gold_standard,
ATM,SP1,-1,gold_standard,
ATM,TERF1,-1,gold_standard,
ATM,TNFRSF10B,-1,gold_standard,
ATM,VEGFA,-1,gold_standard,
BACH1,HMOX1,1,gold_standard,
BCL3,CTCF,-1,gold_standard,
BCL3,EGFR,1,gold_standard,
BCL3,NFKB1,-1,gold_standard,
BCL6,BCL2L1,-1,gold_standard,
BCL6,BCL6,-1,gold_standard,
BCL6,CCND2,-1,gold_standard,
BCL6,CDKN1A,-1,gold_standard,
BCL6,CHEK1,-1,gold_standard,
BCL6,HDAC7,-1,gold_standard,
BCL6,LITAF,-1,gold_standard,
BCL6,MYC,1,gold_standard,
BCL6,NFKB1,-1,gold_standard,
BCL6,PDCD2,-1,gold_standard,
BCL6,SUMO1,-1,gold_standard,
BCL6,XBP1,-1,gold_standard,
BRCA1,ASPM,1,gold_standard,
BRCA1,ATM,1,gold_standard,
BRCA1,CDH3,-1,gold_standard,
BRCA1,CDKN1A,1,gold_standard,
BRCA1,CDKN1B,1,gold_standard,
BRCA1,CTSD,-1,gold_standard,
BRCA1,CYP19A1,1,gold_standard,
BRCA1,DDB2,1,gold_standard,
BRCA1,DDIT3,1,gold_standard,
BRCA1,E2F6,-1,gold_standard,
BRCA1,EGFR,-1,gold_standard,
BRCA1,EP300,1,gold_standard,
BRCA1,FST,1,gold_standard,
BRCA1,GADD45A,1,gold_standard,
BRCA1,HMGA2,-1,gold_standard,
BRCA1,HNRNPA2B1,-1,gold_standard,
BRCA1,HSPA5,-1,gold_standard,
BRCA1,IGF1,-1,gold_standard,
BRCA1,IRF7,1,gold_standard,
BRCA1,IRF9,1,gold_standard,
BRCA1,KHSRP,-1,gold_standard,
BRCA1,MAD2L1,1,gold_standard,
BRCA1,MDM2,1,gold_standard,
BRCA1,RNASEL,1,gold_standard,
BRCA1,S100A2,1,gold_standard,
BRCA1,SIRT1,1,gold_standard,
BRCA1,STAT1,1,gold_standard,
BRCA1,STAT2,1,gold_standard,
BRCA1,TFF1,-1,gold_standard,
BRCA1,VEGFA,1,gold_standard,
BRD7,BRD2,1,gold_standard,
BRD7,BRD3,1,gold_standard,
BRD7,E2F3,-1,gold_standard,
BTAF1,DR1,-1,gold_standard,
BTAF1,TBP,-1,gold_standard,
BTF3,ABL2,1,gold_standard,
BTF3,ATM,1,gold_standard,
BTF3,EPHB2,1,gold_standard,
BTF3,NFKB1,-1,gold_standard,
BTF3,RRAS2,-1,gold_standard,
BTG2,CCND1,-1,gold_standard,
BTG2,HRAS,-1,gold_standard,
CDCA7L,MAOB,-1,gold_standard,
CDX2,ACAT2,1,gold_standard,
CDX2,APC,1,gold_standard,
CDX2,AXIN2,1,gold_standard,
CDX2,CDKN1A,1,gold_standard,
CDX2,CFTR,1,gold_standard,
CDX2,FUT2,1,gold_standard,
CDX2,HEPH,1,gold_standard,
CDX2,KLF4,1,gold_standard,
CDX2,LCT,1,gold_standard,
CDX2,MEP1A,1,gold_standard,
CDX2,SLC15A1,1,gold_standard,
CDX2,TFF3,1,gold_standard,
CEBPA,CCL2,1,gold_standard,
CEBPA,CSF3R,1,gold_standard,
CEBPA,HSD17B11,1,gold_standard,
CEBPA,HSPA4,1,gold_standard,
CEBPA,IGF1,1,gold_standard,
CEBPA,INSR,1,gold_standard,
CEBPA,MYC,-1,gold_standard,
CEBPA,SERPINC1,1,gold_standard,
CEBPA,SOCS3,1,gold_standard,
CEBPA,SPP1,1,gold_standard,
CEBPA,STAR,1,gold_standard,
CEBPB,ADM,1,gold_standard,
CEBPB,CDKN1A,1,gold_standard,
CEBPB,CSF3R,1,gold_standard,
CEBPB,CSRP1,1,gold_standard,
CEBPB,CYP19A1,-1,gold_standard,
CEBPB,FURIN,1,gold_standard,
CEBPB,GDF15,1,gold_standard,
CEBPB,GFER,-1,gold_standard,
CEBPB,INSR,1,gold_standard,
CEBPB,PCK2,1,gold_standard,
CEBPB,PRDM1,1,gold_standard,
CEBPB,SAA2,1,gold_standard,
CEBPB,SLC19A1,1,gold_standard,
CEBPB,STAR,1,gold_standard,
CEBPB,TNFAIP6,1,gold_standard,
CEBPB,XBP1,1,gold_standard,
CEBPD,CYP19A1,-1,gold_standard,
CEBPD,DDIT3,1,gold_standard,
CEBPD,POU5F1,1,gold_standard,
CEBPD,SOD1,1,gold_standard,
CEBPD,TNFAIP6,1,gold_standard,
CEBPZ,APC,1,gold_standard,
CEBPZ,MLH1,-1,gold_standard,
CHD8,CCNE2,1,gold_standard,
CLOCK,BHLHE40,1,gold_standard,
CLOCK,CRY1,1,gold_standard,
CLOCK,CRY2,1,gold_standard,
CLOCK,NAMPT,1,gold_standard,
CLOCK,NR3C1,-1,gold_standard,
CLOCK,PER1,1,gold_standard,
CLOCK,PER2,1,gold_standard,
CLOCK,STAR,1,gold_standard,
COPS5,CDKN1B,-1,gold_standard,
COPS5,VEGFA,1,gold_standard,
CRABP2,RARA,1,gold_standard,
CREB1,ACACA,1,gold_standard,
CREB1,CASP8,1,gold_standard,
CREB1,CYP19A1,1,gold_standard,
CREB1,ETV3,1,gold_standard,
CREB1,GRPR,1,gold_standard,
CREB1,HMOX1,-1,gold_standard,
CREB1,JUN,-1,gold_standard,
CREB1,MITF,1,gold_standard,
CREB1,NDC80,1,gold_standard,
CREB1,NOLC1,1,gold_standard,
CREB1,NR2F6,-1,gold_standard,
CREB1,NR5A2,1,gold_standard,
CREB1,PPP2CA,1,gold_standard,
CREB1,PPP2R2B,1,gold_standard,
CREB1,PSEN1,1,gold_standard,
CREB1,SLC20A1,1,gold_standard,
CREB1,SMAD6,1,gold_standard,
CREB1,SNAI1,-1,gold_standard,
CREB1,UXT,1,gold_standard,
CREB3,CXCR4,1,gold_standard,
CREB3L1,SLC1A4,-1,gold_standard,
CREBBP,CDKN1A,1,gold_standard,
CREBBP,CREB1,1,gold_standard,
CREBBP,HINFP,1,gold_standard,
CREBBP,IRF1,1,gold_standard,
CREBBP,PSMC5,1,gold_standard,
CREG1,HSPA4,-1,gold_standard,
CREM,CCNA2,-1,gold_standard,
CREM,CREB1,-1,gold_standard,
CREM,DUSP1,-1,gold_standard,
CREM,DUSP4,-1,gold_standard,
CREM,FOS,-1,gold_standard,
CREM,G6PD,-1,gold_standard,
CREM,SLC5A5,1,gold_standard,
CTBP1,BRCA1,-1,gold_standard,
CTBP1,BRCA2,-1,gold_standard,
CTBP1,CLDN7,-1,gold_standard,
CTCF,APP,1,gold_standard,
CTCF,BCL6,-1,gold_standard,
CTCF,MYC,1,gold_standard,
CTCF,PAX6,1,gold_standard,
CTCF,RARRES1,1,gold_standard,
CTNNB1,CCND1,1,gold_standard,
CTNNB1,CLDN2,1,gold_standard,
CTNNB1,JUN,1,gold_standard,
CTNNB1,MMP14,1,gold_standard,
CTNNB1,MYC,1,gold_standard,
CTNNB1,PLD1,1,gold_standard,
CTNNB1,RB1,-1,gold_standard,
CTNNB1,STARD7,1,gold_standard,
CTNNB1,VIM,1,gold_standard,
CUX1,WNT5A,1,gold_standard,
DBP,ALDOB,1,gold_standard,
DDB2,SOD2,-1,gold_standard,
DDIT3,ANKRD1,-1,gold_standard,
DDIT3,ASNS,-1,gold_standard,
DDIT3,ATF2,-1,gold_standard,
DDIT3,ATF5,-1,gold_standard,
DDIT3,ATG5,1,gold_standard,
DDIT3,CEBPA,-1,gold_standard,
DDIT3,MAP1LC3B,1,gold_standard,
DDIT3,RTN3,1,gold_standard,
DDIT3,SIRT1,-1,gold_standard,
DDIT3,SIRT2,-1,gold_standard,
DDIT3,TNFRSF10B,1,gold_standard,
DDIT3,TRIB3,1,gold_standard,
DEK,PRDX5,-1,gold_standard,
DENND4A,ERBB2,-1,gold_standard,
DNMT1,BIRC5,-1,gold_standard,
DNMT1,BMP2,-1,gold_standard,
DNMT1,CASP8,-1,gold_standard,
DNMT1,CDH1,-1,gold_standard,
DNMT1,CXCR4,-1,gold_standard,
DNMT1,IL32,-1,gold_standard,
DNMT1,MBD2,-1,gold_standard,
DNMT1,MSH2,1,gold_standard,
DNMT1,RB1,-1,gold_standard,
DNMT1,TIMP3,-1,gold_standard,
DNMT1,TNFRSF10B,-1,gold_standard,
DNMT1,VEGFA,1,gold_standard,
DNMT3A,CDH6,-1,gold_standard,
DR1,TBP,-1,gold_standard,
E2F3,AURKA,1,gold_standard,
E2F3,CDKN1A,1,gold_standard,
E2F4,BRCA1,1,gold_standard,
E2F4,HCFC1,1,gold_standard,
E2F4,MCM10,-1,gold_standard,
E2F4,PLK1,-1,gold_standard,
E2F4,RAD51,-1,gold_standard,
E2F4,TOPBP1,-1,gold_standard,
E2F4,TTK,-1,gold_standard,
E2F6,APAF1,-1,gold_standard,
E4F1,CCNA2,-1,gold_standard,
EAF1,ELL,1,gold_standard,
EAPP,MAOB,-1,gold_standard,
ECD,GCGR,-1,gold_standard,
EGR1,ATF3,1,gold_standard,
EGR1,BCAR1,1,gold_standard,
EGR1,CCND1,1,gold_standard,
EGR1,CDKN1A,1,gold_standard,
EGR1,EAPP,1,gold_standard,
EGR1,EGFR,1,gold_standard,
EGR1,EP300,1,gold_standard,
EGR1,FGF2,1,gold_standard,
EGR1,FN1,1,gold_standard,
EGR1,GDF15,1,gold_standard,
EGR1,HIF1A,1,gold_standard,
EGR1,HSD11B2,-1,gold_standard,
EGR1,HYAL1,1,gold_standard,
EGR1,IGF2,1,gold_standard,
EGR1,LDLR,1,gold_standard,
EGR1,LMTK2,1,gold_standard,
EGR1,MMP14,1,gold_standard,
EGR1,NAB2,1,gold_standard,
EGR1,PDGFB,1,gold_standard,
EGR1,PDGFC,1,gold_standard,
EGR1,PLAUR,1,gold_standard,
EGR1,PTEN,1,gold_standard,
EGR1,RBL2,1,gold_standard,
EGR1,SLC4A2,1,gold_standard,
EGR1,SOD1,1,gold_standard,
EGR1,STIM1,1,gold_standard,
EGR1,TCF4,1,gold_standard,
EGR1,TMPO,1,gold_standard,
EGR1,TP53,1,gold_standard,
EGR1,UBE2S,1,gold_standard,
EGR1,VEGFA,1,gold_standard,
EHMT2,SIAH1,-1,gold_standard,
ELF1,CD68,1,gold_standard,
ELF1,MEIS1,1,gold_standard,
ELF2,VCP,1,gold_standard,
ELF3,TIMP3,1,gold_standard,
ELK1,EIF2AK1,1,gold_standard,
ELK1,EZH2,1,gold_standard,
ELK1,FOSL1,1,gold_standard,
ELK1,PSEN1,1,gold_standard,
ELK1,TNFRSF10B,1,gold_standard,
ELK4,FOS,1,gold_standard,
ELL,BAX,-1,gold_standard,
ELL,CDKN1A,-1,gold_standard,
ELL,MDM2,-1,gold_standard,
ENO1,MYC,-1,gold_standard,
EP300,BIRC5,1,gold_standard,
EP300,BRCA1,1,gold_standard,
EP300,CCNE1,1,gold_standard,
EP300,CDKN1A,1,gold_standard,
EP300,CRABP1,1,gold_standard,
EP300,DNMT1,1,gold_standard,
EP300,EIF2AK1,1,gold_standard,
EP300,EPO,1,gold_standard,
EP300,HINFP,1,gold_standard,
EP300,MYC,-1,gold_standard,
EP300,PCNA,-1,gold_standard,
EP300,TBXAS1,1,gold_standard,
EP300,TRIM22,1,gold_standard,
EP300,VCAM1,1,gold_standard,
EP300,VEGFA,1,gold_standard,
EPAS1,FLT1,1,gold_standard,
EPAS1,MMP14,1,gold_standard,
EPAS1,VEGFA,1,gold_standard,
ERCC2,BAX,1,gold_standard,
ERCC2,CDKN1A,1,gold_standard,
ERCC2,LAMTOR5,-1,gold_standard,
ERCC2,TP53,1,gold_standard,
ESRRA,CYP19A1,1,gold_standard,
ESRRA,NR2F6,-1,gold_standard,
ESRRA,NRIP1,1,gold_standard,
ESRRA,SNAI1,-1,gold_standard,
ETS1,ANGPT2,1,gold_standard,
ETS1,ANPEP,1,gold_standard,
ETS1,BAX,-1,gold_standard,
ETS1,BMP4,1,gold_standard,
ETS1,CHUK,1,gold_standard,
ETS1,CSF3R,1,gold_standard,
ETS1,ECE1,1,gold_standard,
ETS1,EGR1,1,gold_standard,
ETS1,GRPR,1,gold_standard,
ETS1,LCK,1,gold_standard,
ETS1,MDM2,-1,gold_standard,
ETS1,NDRG1,-1,gold_standard,
ETS1,PARP1,1,gold_standard,
ETS1,RHOC,1,gold_standard,
ETS1,TBXAS1,-1,gold_standard,
ETS1,TGFBR2,1,gold_standard,
ETS1,TNC,1,gold_standard,
ETS2,ANGPT2,1,gold_standard,
ETS2,ANPEP,1,gold_standard,
ETS2,CSF3R,1,gold_standard,
ETS2,LCK,1,gold_standard,
ETS2,MDM2,1,gold_standard,
ETS2,MSR1,1,gold_standard,
ETV3,NFKB1,-1,gold_standard,
ETV3,RELA,-1,gold_standard,
ETV4,CCND2,1,gold_standard,
ETV4,CCND3,1,gold_standard,
ETV4,ERBB2,-1,gold_standard,
ETV4,ETS1,1,gold_standard,
ETV4,MMP14,1,gold_standard,
ETV4,VIM,1,gold_standard,
ETV6,CDKN1A,1,gold_standard,
ETV6,MAD2L1,-1,gold_standard,
EWSR1,MITF,1,gold_standard,
EWSR1,PHLDA1,-1,gold_standard,
EWSR1,TGFBR2,-1,gold_standard,
EZH2,ADAMTS1,-1,gold_standard,
EZH2,ALDH1A1,-1,gold_standard,
EZH2,APC,-1,gold_standard,
EZH2,AXL,1,gold_standard,
EZH2,CCND1,1,gold_standard,
EZH2,CCNE1,1,gold_standard,
EZH2,CDH1,-1,gold_standard,
EZH2,CDKN1A,-1,gold_standard,
EZH2,HDAC1,-1,gold_standard,
EZH2,KPNB1,1,gold_standard,
EZH2,MMP2,1,gold_standard,
EZH2,MST1,-1,gold_standard,
EZH2,MYC,-1,gold_standard,
EZH2,PCNA,1,gold_standard,
EZH2,PEBP1,-1,gold_standard,
EZH2,PIP5K1C,-1,gold_standard,
EZH2,SATB1,-1,gold_standard,
EZH2,TP53,-1,gold_standard,
FHL2,CCND1,-1,gold_standard,
FHL2,CDKN1A,1,gold_standard,
FHL2,CDKN1B,1,gold_standard,
FOS,CASP9,1,gold_standard,
FOS,CCK,1,gold_standard,
FOS,CCND1,-1,gold_standard,
FOS,CLU,-1,gold_standard,
FOS,CREM,1,gold_standard,
FOS,DDIT3,1,gold_standard,
FOS,ERCC4,1,gold_standard,
FOS,EZR,1,gold_standard,
FOS,FMO4,1,gold_standard,
FOS,FOS,-1,gold_standard,
FOS,HSPH1,1,gold_standard,
FOS,MYC,-1,gold_standard,
FOS,NFKB1,-1,gold_standard,
FOS,SMAD7,1,gold_standard,
FOS,SRR,1,gold_standard,
FOSB,TIMP1,-1,gold_standard,
FOSL1,ITGAV,-1,gold_standard,
FOSL2,BCL6,1,gold_standard,
FOSL2,BRCA1,1,gold_standard,
FOSL2,FOSL1,1,gold_standard,
FOSL2,MDM2,1,gold_standard,
FOSL2,TIMP1,-1,gold_standard,
FOXA1,ABCA1,-1,gold_standard,
FOXA1,APOB,1,gold_standard,
FOXA1,CFTR,-1,gold_standard,
FOXA1,HSPA1A,1,gold_standard,
FOXA1,NF1,1,gold_standard,
FOXA1,SERPINC1,-1,gold_standard,
FOXA2,ABCA1,-1,gold_standard,
FOXA2,CDH1,1,gold_standard,
FOXA2,CFTR,-1,gold_standard,
FOXA2,NR5A2,1,gold_standard,
FOXA2,PAX6,-1,gold_standard,
FOXA2,SERPINC1,-1,gold_standard,
FOXM1,BTG2,1,gold_standard,
FOXM1,CCNB1,1,gold_standard,
FOXM1,CDC25B,1,gold_standard,
FOXM1,CDC6,1,gold_standard,
FOXM1,FGB,-1,gold_standard,
FOXM1,MYC,1,gold_standard,
FOXO1,ADIPOR1,1,gold_standard,
FOXO1,CDKN1B,1,gold_standard,
FOXO1,CXCR4,1,gold_standard,
FOXO1,EGR1,-1,gold_standard,
FOXO1,TXNIP,-1,gold_standard,
FOXO3,BCL6,1,gold_standard,
FOXO3,CCND2,-1,gold_standard,
FOXO3,FOXM1,-1,gold_standard,
FOXO3,GALT,1,gold_standard,
FOXO3,SIRT1,1,gold_standard,
FOXO3,SIRT6,1,gold_standard,
FOXO3,TXNIP,1,gold_standard,
FUS,DDIT3,1,gold_standard,
FUS,MDM2,-1,gold_standard,
GATA3,CDH1,1,gold_standard,
GATA3,CDH3,-1,gold_standard,
GATA3,CDX2,1,gold_standard,
GATA3,EPO,-1,gold_standard,
GATA3,LOX,-1,gold_standard,
GATA3,STAT4,-1,gold_standard,
GATA4,CCND2,1,gold_standard,
GATA4,ERBB2,-1,gold_standard,
GATA6,CAV1,-1,gold_standard,
GATA6,CYP11A1,1,gold_standard,
GATA6,DAB2,1,gold_standard,
GATA6,SULT2A1,1,gold_standard,
GLI1,CDK2,1,gold_standard,
GLI1,CYR61,1,gold_standard,
GLI1,H2AFX,-1,gold_standard,
GLI1,PDGFRA,1,gold_standard,
GLI1,SFRP1,1,gold_standard,
GLI1,TNFRSF10B,-1,gold_standard,
GLI2,CDH1,-1,gold_standard,
GLI2,FST,1,gold_standard,
GLI2,H2AFX,-1,gold_standard,
GLI2,PDGFRA,1,gold_standard,
GLI2,TNFRSF10B,-1,gold_standard,
GTF2I,HSPA5,1,gold_standard,
GTF2I,SIRT1,1,gold_standard,
GTF3A,BAG3,1,gold_standard,
HAX1,ATP2A2,-1,gold_standard,
HBP1,CDKN1A,-1,gold_standard,
HBP1,DNMT1,-1,gold_standard,
HBP1,MIF,-1,gold_standard,
HCFC1,E2F4,-1,gold_standard,
HDAC1,BAMBI,-1,gold_standard,
HDAC1,BRCA2,-1,gold_standard,
HDAC1,CCND1,1,gold_standard,
HDAC1,CCND2,-1,gold_standard,
HDAC1,CD44,-1,gold_standard,
HDAC1,CD82,-1,gold_standard,
HDAC1,CDH1,-1,gold_standard,
HDAC1,CDKN1A,-1,gold_standard,
HDAC1,CLDN7,1,gold_standard,
HDAC1,COL1A2,1,gold_standard,
HDAC1,EGFR,-1,gold_standard,
HDAC1,EGR1,-1,gold_standard,
HDAC1,EIF2AK1,-1,gold_standard,
HDAC1,FOS,-1,gold_standard,
HDAC1,GRIN2B,1,gold_standard,
HDAC1,HSPA5,-1,gold_standard,
HDAC1,KLF4,-1,gold_standard,
HDAC1,PCNA,-1,gold_standard,
HDAC1,PHB,-1,gold_standard,
HDAC1,RARB,-1,gold_standard,
HDAC1,RECK,1,gold_standard,
HDAC1,RECQL4,-1,gold_standard,
HDAC1,RHOB,-1,gold_standard,
HDAC1,SP1,-1,gold_standard,
HDAC1,SPP1,-1,gold_standard,
HDAC1,TFF1,-1,gold_standard,
HDAC1,TJP1,-1,gold_standard,
HDAC1,TP53,-1,gold_standard,
HDAC1,TXNIP,-1,gold_standard,
HDAC2,APAF1,-1,gold_standard,
HDAC2,BMP7,-1,gold_standard,
HDAC2,CCNE1,-1,gold_standard,
HDAC2,CDH1,-1,gold_standard,
HDAC2,COL1A2,-1,gold_standard,
HDAC2,DNMT1,-1,gold_standard,
HDAC2,KLF4,-1,gold_standard,
HDAC2,PHB,-1,gold_standard,
HDAC2,SP1,-1,gold_standard,
HDAC2,TGFBR2,-1,gold_standard,
HDAC3,CDH1,-1,gold_standard,
HDAC3,CXCR4,-1,gold_standard,
HDAC3,GRHL1,-1,gold_standard,
HDAC3,JUN,-1,gold_standard,
HDAC3,MMP2,-1,gold_standard,
HDAC3,MYC,-1,gold_standard,
HDAC4,CDKN1A,-1,gold_standard,
HDAC4,JUN,1,gold_standard,
HDAC4,MEF2A,-1,gold_standard,
HDAC4,RUNX2,-1,gold_standard,
HDAC4,TGIF1,1,gold_standard,
HDAC4,TGIF2,1,gold_standard,
HDAC4,VCAM1,1,gold_standard,
HDAC4,VEGFA,-1,gold_standard,
HDAC5,FGF2,-1,gold_standard,
HDAC5,MEF2A,-1,gold_standard,
HDAC5,SLC2A1,1,gold_standard,
HDAC5,SLC2A4,-1,gold_standard,
HDAC5,SLIT2,-1,gold_standard,
HDAC5,YY1,1,gold_standard,
HDAC7,ACTN4,-1,gold_standard,
HDAC7,AKAP12,-1,gold_standard,
HDAC7,CDKN1A,1,gold_standard,
HDAC7,HIF1A,1,gold_standard,
HDAC7,MEF2A,-1,gold_standard,
HDAC7,MEF2C,-1,gold_standard,
HDAC7,MEF2D,-1,gold_standard,
HDGF,CDH1,-1,gold_standard,
HDGF,VEGFA,1,gold_standard,
HDGF,VEGFB,1,gold_standard,
HDGF,VIM,1,gold_standard,
HES1,DBF4,1,gold_standard,
HES1,PTEN,-1,gold_standard,
HES1,PTGDS,-1,gold_standard,
HEXIM1,CCND1,-1,gold_standard,
HHEX,HNF4A,1,gold_standard,
HHEX,SLC5A5,1,gold_standard,
HIF1A,ACE2,-1,gold_standard,
HIF1A,ALDOA,1,gold_standard,
HIF1A,APEX1,-1,gold_standard,
HIF1A,ASS1,1,gold_standard,
HIF1A,BAX,1,gold_standard,
HIF1A,BID,-1,gold_standard,
HIF1A,BNIP3,1,gold_standard,
HIF1A,CCND1,-1,gold_standard,
HIF1A,CDH1,-1,gold_standard,
HIF1A,CTGF,1,gold_standard,
HIF1A,CXCR4,1,gold_standard,
HIF1A,E2F3,1,gold_standard,
HIF1A,EDNRB,1,gold_standard,
HIF1A,ENO1,1,gold_standard,
HIF1A,EPO,1,gold_standard,
HIF1A,FGF2,1,gold_standard,
HIF1A,HBEGF,1,gold_standard,
HIF1A,HIF1A,-1,gold_standard,
HIF1A,LDHA,1,gold_standard,
HIF1A,MET,1,gold_standard,
HIF1A,MICA,1,gold_standard,
HIF1A,MIF,1,gold_standard,
HIF1A,MMP2,1,gold_standard,
HIF1A,NR4A1,1,gold_standard,
HIF1A,PGK1,1,gold_standard,
HIF1A,RECK,-1,gold_standard,
HIF1A,RORA,1,gold_standard,
HIF1A,SDHB,-1,gold_standard,
HIF1A,SETD2,1,gold_standard,
HIF1A,SLC29A1,-1,gold_standard,
HIF1A,SLC2A1,1,gold_standard,
HIF1A,TIMP2,1,gold_standard,
HIF1A,VEGFA,1,gold_standard,
HIF1A,VIM,1,gold_standard,
HIF1A,WASF3,1,gold_standard,
HIF1A,XPC,1,gold_standard,
HIF1A,ZNF217,1,gold_standard,
HINFP,MBD2,-1,gold_standard,
HIPK2,CDKN1A,1,gold_standard,
HIPK2,HIF1A,-1,gold_standard,
HIPK2,MEF2C,-1,gold_standard,
HIPK2,VEGFA,-1,gold_standard,
HIPK2,VIM,-1,gold_standard,
HMGA1,BRCA1,-1,gold_standard,
HMGA1,CD44,1,gold_standard,
HMGA1,CDC25A,1,gold_standard,
HMGA1,CDH1,-1,gold_standard,
HMGA1,INSR,1,gold_standard,
HMGA1,SLC2A3,1,gold_standard,
HMGA1,XPA,-1,gold_standard,
HMGA2,CDH1,1,gold_standard,
HNF4A,AFP,1,gold_standard,
HNF4A,CEACAM1,1,gold_standard,
HNF4A,GFER,-1,gold_standard,
HNF4A,LDLR,1,gold_standard,
HNF4A,MTTP,1,gold_standard,
HNF4A,MYC,1,gold_standard,
HNF4A,NPC1L1,1,gold_standard,
HNF4A,PCSK9,1,gold_standard,
HNF4A,SERPINC1,1,gold_standard,
HNF4A,SHBG,1,gold_standard,
HSF1,ATG7,1,gold_standard,
HSF1,BAG3,-1,gold_standard,
HSF1,CDKN1A,-1,gold_standard,
HSF1,HSD17B6,-1,gold_standard,
HSF1,HSPA4,1,gold_standard,
HSF1,LDHA,1,gold_standard,
HSF1,MICA,1,gold_standard,
HSF1,MICB,1,gold_standard,
HSF1,NAT1,1,gold_standard,
HSF1,POLK,1,gold_standard,
HSF2,HSPA4,1,gold_standard,
HSF2,MAP2K4,-1,gold_standard,
HSF2,MAPK8,-1,gold_standard,
HTATIP2,MMP2,-1,gold_standard,
HTATIP2,SPP1,-1,gold_standard,
HTATIP2,VEGFA,-1,gold_standard,
ID1,ZNF148,-1,gold_standard,
ID2,SNAI1,1,gold_standard,
