source,target,sign,source_db,confidence
MYC,NDRG1,-1,gold_standard,
MYC,NFIA,-1,gold_standard,
MYC,ODC1,1,gold_standard,
MYC,PDGFRB,-1,gold_standard,
MYC,TERT,1,gold_standard,
MYC,ZFP36,-1,gold_standard,
MYCN,HDAC2,1,gold_standard,
MYCN,NDRG1,-1,gold_standard,
MYCN,PTDSS1,1,gold_standard,
MYOG,CCND3,1,gold_standard,
MYOG,CDKN1A,1,gold_standard,
MYOG,RB1,1,gold_standard,
NAB1,EGR1,-1,gold_standard,
NAB1,EGR2,-1,gold_standard,
NCOA2,NFKBIA,1,gold_standard,
NCOA6,FOS,1,gold_standard,
NDN,MYC,-1,gold_standard,
NFAT5,BCL2,-1,gold_standard,
NFAT5,VEGFC,1,gold_standard,
NFATC1,CSF2,1,gold_standard,
NFATC1,PAG1,-1,gold_standard,
NFATC2,ACP5,1,gold_standard,
NFATC2,BACE1,1,gold_standard,
NFATC2,CCNA2,-1,gold_standard,
NFE2L2,AREG,1,gold_standard,
NFE2L2,BCL2,1,gold_standard,
NFE2L2,CD36,1,gold_standard,
NFE2L2,FOS,-1,gold_standard,
NFE2L2,GCLC,1,gold_standard,
NFE2L2,HMOX1,1,gold_standard,
NFE2L2,MDM2,1,gold_standard,
NFE2L2,MT1,1,gold_standard,
NFE2L2,NFATC1,-1,gold_standard,
NFE2L2,NFKB1,-1,gold_standard,
NFE2L2,RUNX2,-1,gold_standard,
NFE2L2,SCARB1,1,gold_standard,
NFE2L2,SLC40A1,1,gold_standard,
NFE2L2,SQSTM1,1,gold_standard,
NFE2L2,SRXN1,1,gold_standard,
NFE2L2,TNFSF11,-1,gold_standard,
NFE2L2,TXNIP,-1,gold_standard,
NFIL3,ABCB4,-1,gold_standard,
NFIL3,ID2,1,gold_standard,
NFKB1,ADIPOQ,1,gold_standard,
NFKB1,ADORA2A,-1,gold_standard,
NFKB1,BCL2,1,gold_standard,
NFKB1,BIRC3,1,gold_standard,
NFKB1,XIAP,1,gold_standard,
NFKB1,BTK,1,gold_standard,
NFKB1,CCL2,1,gold_standard,
NFKB1,CCL5,1,gold_standard,
NFKB1,CD86,1,gold_standard,
NFKB1,CFLAR,1,gold_standard,
NFKB1,CSF2,1,gold_standard,
NFKB1,DUSP1,1,gold_standard,
NFKB1,EGR2,1,gold_standard,
NFKB1,EPAS1,1,gold_standard,
NFKB1,FBP1,-1,gold_standard,
NFKB1,FOS,1,gold_standard,
NFKB1,FTH1,1,gold_standard,
NFKB1,GCLM,-1,gold_standard,
NFKB1,IKBKB,1,gold_standard,
NFKB1,IL12A,1,gold_standard,
NFKB1,IL2RA,1,gold_standard,
NFKB1,ITGAM,1,gold_standard,
NFKB1,LCN2,1,gold_standard,
NFKB1,LEF1,1,gold_standard,
NFKB1,MAPK14,1,gold_standard,
NFKB1,MMP9,1,gold_standard,
NFKB1,MYB,1,gold_standard,
NFKB1,MYC,1,gold_standard,
NFKB1,NFKB1,1,gold_standard,
NFKB1,NFKBIA,1,gold_standard,
NFKB1,PER2,-1,gold_standard,
NFKB1,PPARGC1A,-1,gold_standard,
NFKB1,PTPN4,1,gold_standard,
NFKB1,REL,1,gold_standard,
NFKB1,RELB,1,gold_standard,
NFKB1,RIPK2,1,gold_standard,
NFKB1,SELP,1,gold_standard,
NFKB1,SLC2A1,1,gold_standard,
NFKB1,SRC,1,gold_standard,
NFKB1,TCRG-C1,1,gold_standard,
NFKB1,TEC,1,gold_standard,
NFKB1,TLR2,1,gold_standard,
NFKB1,TLR4,1,gold_standard,
NFKB1,TNFAIP3,1,gold_standard,
NFKB1,TNFRSF25,1,gold_standard,
NFKB1,UPP1,1,gold_standard,
NFKB1,VCAM1,1,gold_standard,
NFKB1,CDH1,-1,gold_standard,
NFKBIA,NFKB1,-1,gold_standard,
NOTCH1,CASP3,1,gold_standard,
NOTCH1,CCNE1,1,gold_standard,
NOTCH1,CDKN1A,1,gold_standard,
NOTCH1,GATA2,1,gold_standard,
NOTCH1,NFKB1,1,gold_standard,
NOTCH1,RUNX2,-1,gold_standard,
NOTCH1,SPI1,1,gold_standard,
NR1D2,GJA1,1,gold_standard,
NR1H3,BHLHE40,1,gold_standard,
NR1H3,CYP7B1,-1,gold_standard,
NR2C1,ESR1,-1,gold_standard,
NR2C1,GATA1,-1,gold_standard,
NR3C2,MLLT3,-1,gold_standard,
NRF1,ATP1B1,1,gold_standard,
NRF1,COX4I1,1,gold_standard,
NRF1,FCGR3,1,gold_standard,
NRF1,HMOX1,1,gold_standard,
NRF1,KIF17,1,gold_standard,
NRF1,MT1,1,gold_standard,
NUPR1,CCNA2,-1,gold_standard,
NUPR1,HMOX1,-1,gold_standard,
NUPR1,TCF19,-1,gold_standard,
PBX1,CDH1,1,gold_standard,
PBX1,PF4,1,gold_standard,
PBX1,PBX1,1,gold_standard,
PER2,UCP2,-1,gold_standard,
PGR,ADAM8,1,gold_standard,
PGR,ESR1,1,gold_standard,
PGR,NFKBIA,1,gold_standard,
PIAS3,JAK2,-1,gold_standard,
PIAS3,STAT3,-1,gold_standard,
PITX2,LEF1,1,gold_standard,
PITX2,MEF2C,1,gold_standard,
PLAG1,EGR1,1,gold_standard,
POU2AF1,ALDH1A7,1,gold_standard,
POU2AF1,BTK,1,gold_standard,
POU2AF1,CD79B,1,gold_standard,
POU2AF1,SPI1,1,gold_standard,
RB1,CDKN1A,1,gold_standard,
RB1,SPI1,1,gold_standard,
RBL2,CCNA2,-1,gold_standard,
RBL2,PCNA,-1,gold_standard,
RBL2,RAD51,-1,gold_standard,
REL,BIRC3,1,gold_standard,
REL,CCL5,1,gold_standard,
REL,IL12A,1,gold_standard,
REL,MYC,1,gold_standard,
REL,TCRG-C1,1,gold_standard,
REL,TNFAIP3,1,gold_standard,
RELB,MYB,1,gold_standard,
RELB,MYC,1,gold_standard,
RELB,TCRG-C1,1,gold_standard,
RORA,ARNTL,1,gold_standard,
RORA,CYP7B1,1,gold_standard,
RORA,NPSR1,-1,gold_standard,
RPS6KA5,FOS,1,gold_standard,
RUNX1T1,BCL2,1,gold_standard,
RUNX1T1,TCF12,1,gold_standard,
RUNX2,ALPL,1,gold_standard,
RUNX2,FGF3,1,gold_standard,
RUNX2,LGALS3,1,gold_standard,
RUNX2,PTTG1IP,1,gold_standard,
RUNX2,SMURF1,1,gold_standard,
RUNX2,SOX6,1,gold_standard,
RUNX2,SPP1,1,gold_standard,
RUNX2,TCF7,1,gold_standard,
RUNX2,TNFSF11,1,gold_standard,
SALL2,CDKN1A,1,gold_standard,
SATB1,BCL2,1,gold_standard,
SATB1,SPI1,1,gold_standard,
SLA2,CSF1R,-1,gold_standard,
SMAD2,CDKN1A,1,gold_standard,
SMAD2,RGCC,1,gold_standard,
SMAD3,CCL2,-1,gold_standard,
SMAD3,CDH1,-1,gold_standard,
SMAD3,CLDN3,-1,gold_standard,
SMAD3,LGALS9,1,gold_standard,
SMAD3,MYC,-1,gold_standard,
SMAD3,NEDD9,-1,gold_standard,
SMAD3,OCLN,-1,gold_standard,
SMAD3,PPARGC1A,-1,gold_standard,
SMAD3,RUNX2,-1,gold_standard,
SMAD3,SSTR2,1,gold_standard,
SMAD4,CDH1,-1,gold_standard,
SMAD4,CDKN1A,1,gold_standard,
SMAD4,CLDN3,-1,gold_standard,
SMAD4,ID3,1,gold_standard,
SMAD4,IFI204,1,gold_standard,
SMAD4,OCLN,-1,gold_standard,
SMAD4,SSTR2,1,gold_standard,
SMAD4,TGFBR2,1,gold_standard,
SMAD5,ID3,1,gold_standard,
SMAD5,IFI204,1,gold_standard,
SMARCA2,CD44,1,gold_standard,
SMARCA2,CDH1,1,gold_standard,
SMURF2,MAVS,-1,gold_standard,
SMURF2,RUNX2,-1,gold_standard,
SOX6,FGF3,-1,gold_standard,
SOX7,FGF3,1,gold_standard,
SPI1,AIF1,1,gold_standard,
SPI1,CCL5,1,gold_standard,
SPI1,CSF1R,1,gold_standard,
SPI1,FCER1G,1,gold_standard,
SPI1,FES,1,gold_standard,
SPI1,FLT3,1,gold_standard,
SPI1,H2-AB1,-1,gold_standard,
SPI1,IGHM,1,gold_standard,
SPI1,IRF8,1,gold_standard,
SPI1,ITGA2B,1,gold_standard,
SPI1,NCF1,1,gold_standard,
SPI1,PIRB,1,gold_standard,
SPI1,PTPRC,1,gold_standard,
SPI1,TLR4,1,gold_standard,
SPIB,FCER2A,1,gold_standard,
SPIB,NFKB1,1,gold_standard,
SPIC,FCER2A,1,gold_standard,
SPIC,NFKB1,1,gold_standard,
STAT1,CD36,1,gold_standard,
STAT1,CIITA,1,gold_standard,
STAT1,CXCL10,1,gold_standard,
STAT1,GBP2,1,gold_standard,
STAT1,GFI1,1,gold_standard,
STAT1,IRF1,1,gold_standard,
STAT1,IRF7,1,gold_standard,
STAT1,MDM2,-1,gold_standard,
STAT1,MT1,1,gold_standard,
STAT1,PDCD1,1,gold_standard,
STAT1,UPP1,1,gold_standard,
STAT2,IRF7,1,gold_standard,
STAT2,PDCD1,1,gold_standard,
STAT3,BCL2,-1,gold_standard,
STAT3,CAV1,1,gold_standard,
STAT3,S1PR1,1,gold_standard,
STAT3,EGR1,1,gold_standard,
STAT3,ENTPD1,1,gold_standard,
STAT3,FOS,1,gold_standard,
STAT3,GFI1,-1,gold_standard,
STAT3,IGFBP5,1,gold_standard,
STAT3,IL12A,-1,gold_standard,
STAT3,JAK3,1,gold_standard,
STAT3,LIF,1,gold_standard,
STAT3,MMP2,1,gold_standard,
STAT3,MMP9,1,gold_standard,
STAT3,MT1,1,gold_standard,
STAT3,MYC,-1,gold_standard,
STAT3,SOX6,1,gold_standard,
STAT3,SPI1,1,gold_standard,
STAT3,STAT3,1,gold_standard,
STAT6,FCER2A,1,gold_standard,
STAT6,GFI1,1,gold_standard,
STAT6,ITGB3,1,gold_standard,
TCF12,MYOG,1,gold_standard,
TCF19,CCNE1,-1,gold_standard,
TCF7,CD4,1,gold_standard,
TCF7,RUNX2,1,gold_standard,
THRB,ABCD2,1,gold_standard,
TRPS1,RUNX2,-1,gold_standard,
TRPS1,STAT3,-1,gold_standard,
XBP1,BHLHA15,1,gold_standard,
XBP1,FOXO1,-1,gold_standard,
XBP1,HERPUD1,1,gold_standard,
XBP1,STARD5,1,gold_standard,
YBX1,SLC2A3,1,gold_standard,
ZBTB16,CDKN1A,-1,gold_standard,
ZBTB38,MYOG,-1,gold_standard,
ZEB2,CDH1,-1,gold_standard,
ZFP36,NFKB1,-1,gold_standard,
AHR,FOS,1,dorothea,
AHR,MYC,1,dorothea,
ARID2,CDK17,1,dorothea,
ARID2,CHD9,1,dorothea,
ARID2,FOXJ3,1,dorothea,
ARID2,NCOA2,1,dorothea,
ARID2,NFAT5,1,dorothea,
ARID2,TNPO1,1,dorothea,
ARID2,USP3,1,dorothea,
ARID2,ZCCHC2,1,dorothea,
ARNTL,CRY2,1,dorothea,
ARNTL,NR1D2,1,dorothea,
ATF7,EML2,1,dorothea,
ATF7,EXOC4,1,dorothea,
ATF7,IGF1,1,dorothea,
ATF7,KDM4C,1,dorothea,
ATF7,NFIA,1,dorothea,
ATF7,PTPRS,1,dorothea,
ATF7,TCF12,1,dorothea,
ATF7,TRP53BP1,1,dorothea,
ATF7,UBE2H,1,dorothea,
BACH2,RIPOR2,1,dorothea,
BACH2,AP1B1,1,dorothea,
BACH2,ARHGEF3,1,dorothea,
BACH2,ETS1,1,dorothea,
BACH2,KCTD20,1,dorothea,
BACH2,KLHL21,1,dorothea,
BACH2,MGAT5,1,dorothea,
BACH2,PSAP,1,dorothea,
BACH2,RASAL3,1,dorothea,
BACH2,RASSF2,1,dorothea,
BACH2,RGS3,1,dorothea,
BACH2,SLC6A6,1,dorothea,
BACH2,SQSTM1,1,dorothea,
BACH2,SWAP70,1,dorothea,
BACH2,TUBA4A,1,dorothea,
BHLHE40,NR4A1,-1,dorothea,
BHLHE40,ABCC1,-1,dorothea,
BHLHE40,ARHGEF3,-1,dorothea,
BHLHE40,CD83,-1,dorothea,
BHLHE40,CDKN1A,-1,dorothea,
BHLHE40,CREB5,-1,dorothea,
BHLHE40,CTTN,-1,dorothea,
BHLHE40,FLNB,-1,dorothea,
BHLHE40,GDF15,-1,dorothea,
BHLHE40,ID2,-1,dorothea,
BHLHE40,LDLR,-1,dorothea,
BHLHE40,MAP2K3,-1,dorothea,
BHLHE40,PFKFB3,-1,dorothea,
BHLHE40,PLEC,-1,dorothea,
BHLHE40,RALGDS,-1,dorothea,
BHLHE40,RASSF5,-1,dorothea,
BHLHE40,SLC37A1,-1,dorothea,
BHLHE40,SNAP47,-1,dorothea,
BHLHE40,SRC,-1,dorothea,
BHLHE40,SYNJ2,-1,dorothea,
BHLHE40,TRAPPC9,-1,dorothea,
CLOCK,NR1D2,1,dorothea,
CLOCK,ATP9B,1,dorothea,
CLOCK,CDH23,1,dorothea,
CLOCK,CORO2B,1,dorothea,
CLOCK,CREB5,1,dorothea,
CLOCK,DENND3,1,dorothea,
CLOCK,FAM91A1,1,dorothea,
CLOCK,ITGB2,1,dorothea,
CLOCK,PCYT1A,1,dorothea,
CLOCK,PTK2,1,dorothea,
CLOCK,SEC14L1,1,dorothea,
CLOCK,TRAPPC9,1,dorothea,
E2F4,ADARB1,1,dorothea,
E2F4,ANLN,1,dorothea,
E2F4,ASF1B,1,dorothea,
E2F4,AURKB,1,dorothea,
E2F4,BIRC5,1,dorothea,
E2F4,BUB3,1,dorothea,
E2F4,CALR,1,dorothea,
E2F4,CAV1,1,dorothea,
E2F4,CBX5,1,dorothea,
E2F4,CCNA2,1,dorothea,
E2F4,CCNB1,1,dorothea,
E2F4,CDC45,1,dorothea,
E2F4,CDC6,1,dorothea,
E2F4,CDCA4,1,dorothea,
E2F4,CDCA7,1,dorothea,
E2F4,CDK1,1,dorothea,
E2F4,CDT1,1,dorothea,
E2F4,CENPE,1,dorothea,
E2F4,CENPO,1,dorothea,
E2F4,CKS2,1,dorothea,
E2F4,CREG1,1,dorothea,
E2F4,CSE1L,1,dorothea,
E2F4,DDX11,1,dorothea,
E2F4,DHFR,1,dorothea,
E2F4,DUT,1,dorothea,
E2F4,E2F8,1,dorothea,
E2F4,EPAS1,1,dorothea,
E2F4,FBXO5,1,dorothea,
E2F4,FDFT1,1,dorothea,
E2F4,GMNN,1,dorothea,
E2F4,HCFC1,1,dorothea,
E2F4,HLTF,1,dorothea,
E2F4,HMGB3,1,dorothea,
E2F4,HMMR,1,dorothea,
E2F4,ID3,1,dorothea,
E2F4,IKBKG,-1,dorothea,
E2F4,INSIG1,1,dorothea,
E2F4,JUN,1,dorothea,
E2F4,KDM6A,1,dorothea,
E2F4,KLF10,1,dorothea,
E2F4,KLHL21,1,dorothea,
E2F4,LGALS1,1,dorothea,
E2F4,MAD2L1,1,dorothea,
E2F4,MCM10,-1,dorothea,
E2F4,MCM3,1,dorothea,
E2F4,MCM5,1,dorothea,
E2F4,MCM6,1,dorothea,
E2F4,MCM7,1,dorothea,
E2F4,MKI67,1,dorothea,
E2F4,MTHFD1,1,dorothea,
E2F4,MYC,1,dorothea,
E2F4,NASP,1,dorothea,
E2F4,NCL,1,dorothea,
E2F4,NDC80,1,dorothea,
E2F4,NEK2,1,dorothea,
E2F4,NUSAP1,1,dorothea,
E2F4,PCLAF,-1,dorothea,
E2F4,PCNA,1,dorothea,
E2F4,PGRMC1,1,dorothea,
E2F4,PIGQ,1,dorothea,
E2F4,PIM2,1,dorothea,
E2F4,PLK1,-1,dorothea,
E2F4,POLA2,1,dorothea,
E2F4,POLD1,1,dorothea,
E2F4,PRC1,1,dorothea,
E2F4,PRIM2,1,dorothea,
E2F4,RABIF,1,dorothea,
E2F4,REL,1,dorothea,
E2F4,RFC4,1,dorothea,
E2F4,RIPK2,1,dorothea,
E2F4,RRM1,1,dorothea,
E2F4,SIRPA,1,dorothea,
E2F4,SLC35F6,1,dorothea,
E2F4,SLCO4A1,1,dorothea,
E2F4,SMC2,1,dorothea,
E2F4,SMC4,1,dorothea,
E2F4,SS18L1,1,dorothea,
E2F4,STAM,1,dorothea,
E2F4,TERT,1,dorothea,
E2F4,TFRC,1,dorothea,
E2F4,TK1,1,dorothea,
E2F4,TOP2A,1,dorothea,
E2F4,TYMS,1,dorothea,
E2F4,UBE2C,1,dorothea,
E2F4,UMPS,1,dorothea,
E2F4,USP25,1,dorothea,
E2F4,XRCC2,1,dorothea,
E2F4,YBX3,1,dorothea,
E2F6,ABR,-1,dorothea,
E2F6,AGRN,-1,dorothea,
E2F6,KAZALD1,-1,dorothea,
E2F6,MROH1,-1,dorothea,
E2F6,NFATC1,-1,dorothea,
E2F6,NFATC2,-1,dorothea,
E2F6,NFE2L2,-1,dorothea,
E2F6,NOL4L,-1,dorothea,
E2F6,OSBPL3,-1,dorothea,
E2F6,PFKFB3,-1,dorothea,
E2F6,PIP4K2A,-1,dorothea,
E2F6,PTPRU,-1,dorothea,
E2F6,SMAD3,-1,dorothea,
E2F6,SRXN1,-1,dorothea,
E2F6,ST6GAL1,-1,dorothea,
E2F6,TACC3,-1,dorothea,
E2F6,TANGO2,-1,dorothea,
E2F6,TRIB3,-1,dorothea,
E2F6,ZCCHC2,-1,dorothea,
E2F6,ZFP451,-1,dorothea,
E2F6,ZFP941,-1,dorothea,
EBF1,DENND3,1,dorothea,
EBF1,LPP,1,dorothea,
EBF1,ANKRD44,1,dorothea,
EBF1,ARHGEF17,1,dorothea,
EBF1,BCL2,1,dorothea,
EBF1,CDH23,1,dorothea,
EBF1,CLMN,1,dorothea,
EBF1,CORO2B,1,dorothea,
EBF1,EEPD1,1,dorothea,
EBF1,ELMO1,1,dorothea,
EBF1,FAM102A,1,dorothea,
EBF1,FCHSD2,1,dorothea,
EBF1,FLNB,1,dorothea,
EBF1,ITPR1,1,dorothea,
EBF1,LRCH1,1,dorothea,
EBF1,NOL4L,1,dorothea,
EBF1,PACSIN2,1,dorothea,
EBF1,PAG1,1,dorothea,
EBF1,PIP4K2A,1,dorothea,
EBF1,PPFIBP2,1,dorothea,
EBF1,PRKCD,1,dorothea,
EBF1,PTPRS,1,dorothea,
EBF1,RALGDS,1,dorothea,
EBF1,RASA3,1,dorothea,
EBF1,RFTN1,1,dorothea,
EBF1,RIN3,1,dorothea,
EBF1,SPTBN1,1,dorothea,
EBF1,ST3GAL5,1,dorothea,
EBF1,TACC1,1,dorothea,
EBF1,TBC1D2B,1,dorothea,
EBF1,THEMIS2,1,dorothea,
EGR1,ALOX5,1,dorothea,
EGR1,AREG,1,dorothea,
EGR1,BCL2,1,dorothea,
EGR1,CAT,1,dorothea,
EGR1,CD19,1,dorothea,
EGR1,CD28,1,dorothea,
EGR1,CD44,1,dorothea,
EGR1,CD9,1,dorothea,
EGR1,CDH13,1,dorothea,
EGR1,CDKN1A,1,dorothea,
EGR1,EPX,1,dorothea,
EGR1,FCER2A,-1,dorothea,
EGR1,FGFR3,1,dorothea,
EGR1,GDF15,1,dorothea,
EGR1,IL2RB,1,dorothea,
EGR1,JUN,1,dorothea,
EGR1,LDLR,1,dorothea,
EGR1,LTB,1,dorothea,
EGR1,MYB,-1,dorothea,
EGR1,MYC,1,dorothea,
EGR1,NFKB1,1,dorothea,
EGR1,PDGFB,1,dorothea,
EGR1,PDGFC,1,dorothea,
EGR1,POR,1,dorothea,
EGR1,PSEN2,1,dorothea,
EGR1,RBL2,1,dorothea,
EGR1,SLC1A4,1,dorothea,
EGR1,SOD1,1,dorothea,
EGR1,SPP1,1,dorothea,
EGR1,SPRY1,1,dorothea,
